make,model,car,variant,body_type,fuel_type,fuel_system,type,drivetrain,displacement(cc),cylinders,mileage(kms/lit),power(hp),torque,fuel_tank,height(mm),length(mm),width(mm),doors,seats,wheelbase(mm),airbags,price($)
Maruti Suzuki,Ciaz,Maruti Suzuki Ciaz,1.5L Zeta,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,26.32,92.71,225,43,1485,4490,1730,4,5,2650,2,15528
Skoda,Rapid,Skoda Rapid,1.6 Mpi Ambition,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1598,4,15.41,103.56,153,55,1466,4413,1699,4,5,2552,2,13980
Skoda,Rapid,Skoda Rapid,1.5 Tdi Cr Active,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,21.13,108.5,250,55,1466,4413,1699,4,5,2552,2,14085
Skoda,Rapid,Skoda Rapid,1.6 Mpi Active,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1598,4,15.41,103.56,153,55,1466,4413,1699,4,5,2552,2,12346
Skoda,Rapid,Skoda Rapid,1.5 Tdi Cr Ambition,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,21.13,108.5,250,55,1466,4413,1699,4,5,2552,2,15814
Skoda,Rapid,Skoda Rapid,1.5 Tdi Cr Ambition At,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1498,4,21.72,108.5,250,55,1466,4413,1699,4,5,2552,2,17494
Skoda,Rapid,Skoda Rapid,1.6 Mpi Style At,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1598,4,14.84,103.56,153,55,1466,4413,1699,4,5,2552,2,17410
Skoda,Rapid,Skoda Rapid,1.5 Tdi Cr Style At,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1498,4,21.72,108.5,250,55,1466,4413,1699,4,5,2552,2,19594
Skoda,Rapid,Skoda Rapid,1.5 Tdi Cr Style,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,21.13,108.5,250,55,1466,4413,1699,4,5,2552,2,17830
Skoda,Rapid,Skoda Rapid,1.6 Mpi Style,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1598,4,15.41,103.56,153,55,1466,4413,1699,4,5,2552,2,15618
Skoda,Rapid,Skoda Rapid,1.6 Mpi Ambition At,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1598,4,14.84,103.56,153,55,1466,4413,1699,4,5,2552,2,13994
Skoda,Rapid,Skoda Rapid,Onyx Mt Petrol,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1598,4,15.41,103.56,153,55,1466,4413,1699,4,5,2552,2,13658
Skoda,Rapid,Skoda Rapid,Onyx At Petrol,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1598,4,14.84,103.56,153,55,1466,4413,1699,4,5,2552,2,15394
Skoda,Rapid,Skoda Rapid,Onyx Mt Diesel,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,21.13,108.5,250,55,1466,4413,1699,4,5,2552,2,16220
Skoda,Rapid,Skoda Rapid,Onyx At Diesel,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1498,4,21.72,108.5,250,55,1466,4413,1699,4,5,2552,2,17830
Hyundai,Creta,Hyundai Creta,1.4 Crdi E Plus,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1396,4,21.38,88.77,220,55,1630,4270,1780,5,5,2590,2,13999
Hyundai,Creta,Hyundai Creta,1.6 Vtvt E Plus,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1591,4,15.29,121.32,151,55,1630,4270,1780,5,5,2590,2,13999
Hyundai,Creta,Hyundai Creta,1.6 Vtvt Sx,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1591,4,15.29,121.32,151,55,1630,4270,1780,5,5,2590,2,17255
Hyundai,Creta,Hyundai Creta,1.6 Vtvt Sx (O),SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1591,4,15.29,121.32,151,55,1630,4270,1780,5,5,2590,6,19522
Hyundai,Creta,Hyundai Creta,1.6 Vtvt Sx At,SUV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1591,4,15.29,121.32,151,55,1630,4270,1780,5,5,2590,2,19283
Hyundai,Creta,Hyundai Creta,1.6 Vtvt Sx Dual Tone,SUV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1591,4,15.29,121.32,151,55,1630,4270,1780,5,5,2590,2,18018
Hyundai,Creta,Hyundai Creta,1.4 Crdi S,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1396,4,21.38,88.77,220,55,1630,4270,1780,5,5,2590,2,16770
Hyundai,Creta,Hyundai Creta,1.6 Crdi Sx,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1582,4,19.67,126.25,260,55,1630,4270,1780,5,5,2590,2,19135
Hyundai,Creta,Hyundai Creta,1.6 Crdi Sx (O),SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1582,4,19.67,126.25,260,55,1630,4270,1780,5,5,2590,6,21609
Hyundai,Creta,Hyundai Creta,1.6 Crdi Sx At,SUV,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1582,4,17.01,126.25,260,55,1630,4270,1780,5,5,2590,2,21383
Hyundai,Creta,Hyundai Creta,1.6 Crdi Sx Dual Tone,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1582,4,19.67,126.25,260,55,1630,4270,1780,5,5,2590,2,19896
Hyundai,Creta,Hyundai Creta,1.6 Crdi S At,SUV,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1582,4,17.01,126.25,260,55,1630,4270,1780,5,5,2590,2,18704
Hyundai,Creta,Hyundai Creta,1.6 Vtvt Sx (O) Executive,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1591,4,15.29,119.34,151,55,1630,4270,1780,5,5,2590,6,19921
Hyundai,Creta,Hyundai Creta,1.6 Crdi Sx (O) Executive,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1582,4,19.67,124.28,260,55,1630,4270,1780,5,5,2590,6,22008
Hyundai,Creta,Hyundai Creta,1.4 Crdi Ex,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1396,4,21.38,88.77,220,55,1630,4270,1780,5,5,2590,2,15500
Hyundai,Creta,Hyundai Creta,1.6 Vtvt Ex,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1591,4,15.29,121.32,151,55,1630,4270,1780,5,5,2590,2,15290
Hyundai,Creta,Hyundai Creta,Sports Edition Petrol,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1591,4,15.29,121.32,151,55,1630,4270,1780,5,5,2590,2,17919
Hyundai,Creta,Hyundai Creta,Sports Edition Diesel,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1582,4,19.67,126.25,260,55,1665,4270,1780,5,5,2590,2,19799
Tata,Harrier,Tata Harrier,Revotorq Xe,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1956,3,16.7,138.08,350,50,1706,4598,1894,5,5,2741,2,18835
Tata,Harrier,Tata Harrier,Revotorq Xm,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1956,3,16.7,138.08,350,50,1706,4598,1894,5,5,2741,2,20599
Tata,Harrier,Tata Harrier,Revotorq Xt,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1956,3,16.7,138.08,350,50,1706,4598,1894,5,5,2741,2,22279
Tata,Harrier,Tata Harrier,Revotorq Xz,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1956,3,16.7,138.08,350,50,1706,4598,1894,5,5,2741,2,24099
Tata,Harrier,Tata Harrier,Revotorq Xz Dual Tone,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1956,3,16.7,138.08,350,50,1706,4598,1894,5,5,2741,2,24251
Tata,Harrier,Tata Harrier,Revotorq Dark Edition,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1956,3,16.7,138.08,350,50,1706,4598,1894,5,5,2741,2,24230
Mitsubishi,Outlander,Mitsubishi Outlander,2.4L Outlander,SUV,Petrol,,Automatic,AWD (All Wheel Drive),2360,4,9.62,164.72,222,60,1710,4695,1810,5,7,2670,7,37702
Honda,Accord Hybrid,Honda Accord Hybrid,2.0 At,Sedan,Hybrid,Injection,Automatic,FWD (Front Wheel Drive),1993,4,23.1,143.02,175,60,1464,4933,1849,4,5,2776,6,60497
Bmw,5-Series,Bmw 5-Series,520D Luxury Line,Sedan,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),1995,4,18.12,187.4,400,70,1464,4907,1860,4,5,2968,8,83020
Bmw,5-Series,Bmw 5-Series,530D M Sport,Sedan,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),2993,6,14.69,254.47,560,70,1464,4907,1860,4,5,2968,8,93520
Bmw,5-Series,Bmw 5-Series,530I M Sport,Sedan,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),1998,6,15.01,248.55,350,70,1464,4907,1860,4,5,2968,8,83720
Bmw,6-Series,Bmw 6-Series,630D Gt Luxury Line,Sedan,Diesel,Injection,Automatic,AWD (All Wheel Drive),2993,6,16.46,261.37,620,88,1481,5219,2142,4,4,3210,6,96460
Bmw,6-Series,Bmw 6-Series,630D Gt M Sport,Sedan,Diesel,Injection,Automatic,AWD (All Wheel Drive),2993,6,16.46,261.37,620,88,1481,5219,2142,4,4,3210,6,104300
Bmw,6-Series,Bmw 6-Series,620D Gt Luxury Line,Sedan,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),1995,4,21.76,185.43,400,66,1538,5091,1902,4,4,3070,8,90160
Porsche,Macan,Porsche Macan,Base,SUV,Petrol,Injection,Automatic,AWD (All Wheel Drive),1984,6,10.8,244.61,370,65,1624,4696,1923,5,5,2807,8,97972
Jaguar,F-Type,Jaguar F-Type,5.0 Coupe R,Coupe,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),5000,6,14.3,542.48,680,72,1308,4470,2042,2,2,2622,2,310175
Jaguar,F-Type,Jaguar F-Type,Svr Coupe,Coupe,Petrol,Injection,Automatic,AWD (All Wheel Drive),5000,8,12.05,559.24,700,70,1311,4475,2042,2,2,2622,6,371025
Jaguar,F-Type,Jaguar F-Type,Svr Convertible,Convertible,Petrol,Injection,Automatic,AWD (All Wheel Drive),5000,8,12.05,559.24,700,70,1311,4475,2042,2,2,2622,6,392069
Jaguar,F-Type,Jaguar F-Type,2.0L Coupe,Coupe,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),1997,6,15.3,292.94,400,63,1311,4482,1923,2,2,2622,2,127296
Jaguar,F-Type,Jaguar F-Type,2.0 Convertible R Dynamic,Convertible,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),1997,8,10.7,292.94,400,63,1308,4482,1923,2,2,2622,2,145868
Jaguar,F-Type,Jaguar F-Type,2.0 Coupe R Dynamic,Coupe,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),1997,4,10.85,292.94,400,63,1311,4482,1923,2,2,2622,2,131130
Bmw,M5,Bmw M5,Competition,Sedan,Petrol,Injection,Automatic,AWD (All Wheel Drive),4395,8,9.8,616.45,750,68,1473,4956,1903,4,4,2964,9,216860
Ferrari,458 Spider,Ferrari 458 Spider,V8,"Coupe, Convertible",Petrol,Injection,Automatic,AWD (All Wheel Drive),3902,8,5.5,659.85,760,86,1211,4568,1952,2,2,2650,2,607145
Maruti Suzuki R,Wagon,Maruti Suzuki R Wagon,1.2L Vxi,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,3,21.5,81.86,113,32,1675,3655,1620,5,5,2435,1,7189
Maruti Suzuki R,Wagon,Maruti Suzuki R Wagon,1.2L Vxi (O),Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,3,21.5,81.86,113,32,1675,3655,1620,5,5,2435,2,7287
Tata,Tiago Nrg,Tata Tiago Nrg,1.2L Revotron,Crossover,Petrol,Injection,Manual,FWD (Front Wheel Drive),1199,3,23.84,83.84,114,35,1587,3793,1665,5,5,2400,2,8329
Tata,Tiago Nrg,Tata Tiago Nrg,1.05L Revotorq,Crossover,Diesel,Injection,Manual,FWD (Front Wheel Drive),1047,3,27.28,69.04,140,35,1587,3793,1665,5,5,2400,2,9659
Tata,Tiago Nrg,Tata Tiago Nrg,1.2L Revotron Amt,Crossover,Petrol,Injection,AMT,FWD (Front Wheel Drive),1199,3,23.84,83.84,114,35,1587,3793,1665,5,5,2400,2,8959
Mahindra,Nuvosport,Mahindra Nuvosport,N4,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1493,3,17.21,98.63,240,60,1870,3985,1850,5,7,2760,0,11169
Mahindra,Nuvosport,Mahindra Nuvosport,N6,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1493,3,17.21,98.63,240,60,1870,3985,1850,5,7,2760,2,12678
Mahindra,Nuvosport,Mahindra Nuvosport,N8,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1493,3,17.21,98.63,240,60,1870,3985,1850,5,7,2760,2,13787
Mahindra,Nuvosport,Mahindra Nuvosport,N6 Amt,SUV,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1493,3,16.21,98.63,240,60,1870,3985,1850,5,7,2760,2,13613
Mahindra,Nuvosport,Mahindra Nuvosport,N8 Amt,SUV,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1493,3,16.21,98.63,240,60,1870,3985,1850,5,7,2760,2,14680
Nissan,Kicks,Nissan Kicks,Xl Petrol,SUV,Petrol,Injection,Manual,RWD (Rear Wheel Drive),1498,4,14.23,104.55,142,50,1651,4384,1813,5,5,2673,2,13370
Nissan,Kicks,Nissan Kicks,Xv Petrol,SUV,Petrol,Injection,Manual,RWD (Rear Wheel Drive),1498,4,14.23,104.55,142,50,1651,4384,1813,5,5,2673,2,15330
Nissan,Kicks,Nissan Kicks,Xl Diesel,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),1461,4,20.45,108.5,240,50,1651,4384,1813,5,5,2673,2,15526
Nissan,Kicks,Nissan Kicks,Xv Diesel,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),1461,4,20.45,108.5,240,50,1651,4384,1813,5,5,2673,2,17514
Nissan,Kicks,Nissan Kicks,Xv Premium,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),1461,4,20.45,108.5,240,50,1651,4384,1813,5,5,2673,2,19166
Nissan,Kicks,Nissan Kicks,Xv Premium (O),SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),1461,4,20.45,108.5,240,50,1651,4384,1813,5,5,2673,2,20510
Nissan,Kicks,Nissan Kicks,Xv Premium (O) Dual Tone,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),1461,4,20.45,108.5,240,50,1651,4384,1813,5,5,2673,7,20510
Nissan,Kicks,Nissan Kicks,Xe Diesel,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),1461,4,20.45,108.5,240,50,1651,4384,1813,5,5,2673,2,13846
Toyota,Camry,Toyota Camry,Hybrid,Sedan,Hybrid,Injection,Automatic,FWD (Front Wheel Drive),2487,4,23.2,175.56,221,50,1455,4885,1840,4,5,2825,9,53032
Land Rover,Discovery,Land Rover Discovery,3.0 Hse Diesel,SUV,Diesel,Injection,Automatic,4WD,2993,6,18,254.47,600,85,1846,4988,2200,5,7,2922,8,142876
Land Rover,Discovery,Land Rover Discovery,3.0 Se Diesel,SUV,Diesel,Injection,Automatic,4WD,2993,6,18,254.47,600,85,1846,4988,2200,5,7,2922,8,135650
Land Rover,Discovery,Land Rover Discovery,3.0 Hse Petrol,SUV,Petrol,Injection,Automatic,4WD,2995,6,9.17,388.61,450,89,1846,4988,2200,5,7,2922,8,118072
Land Rover,Discovery,Land Rover Discovery,3.0 Se Petrol,SUV,Petrol,Injection,Automatic,4WD,2995,6,9.17,388.61,450,89,1846,4988,2200,5,7,2922,8,113085
Land Rover,Discovery,Land Rover Discovery,3.0 S Diesel,SUV,Diesel,Injection,Automatic,4WD,2993,6,18,254.47,600,85,1846,4988,2200,5,7,2922,8,124279
Land Rover,Discovery,Land Rover Discovery,3.0 S Petrol,SUV,Petrol,Injection,Automatic,4WD,2995,6,9.17,388.61,450,89,1846,4988,2200,5,7,2922,8,107711
Land Rover,Discovery,Land Rover Discovery,3.0 Hse Luxury Diesel,SUV,Diesel,Injection,Automatic,4WD,2993,6,18,254.47,600,85,1846,4988,2200,5,7,2922,8,152055
Land Rover,Discovery,Land Rover Discovery,3.0 Hse Luxury Petrol,SUV,Petrol,Injection,Automatic,4WD,2995,6,9.17,388.61,450,89,1846,4988,2200,5,7,2922,8,125129
Lexus,Ls 500H,Lexus Ls 500H,Luxury,SUV,Hybrid,Injection,Automatic,AWD (All Wheel Drive),3456,6,15.4,294.91,350,82,1450,5235,1900,4,5,3125,14,255094
Lexus,Ls 500H,Lexus Ls 500H,Ultra Luxury,SUV,Hybrid,Injection,Automatic,AWD (All Wheel Drive),3456,6,15.4,294.91,350,82,1450,5235,1900,4,5,3125,14,262304
Lexus,Ls 500H,Lexus Ls 500H,Distinct,SUV,Hybrid,Injection,Automatic,AWD (All Wheel Drive),3456,6,15.4,294.91,350,82,1450,5235,1900,4,5,3125,14,271194
Fiat,Punto Evo,Fiat Punto Evo,Dynamic 1.2,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1172,4,15.7,67.07,96,45,1525,3989,1687,5,5,2510,0,7497
Fiat,Punto Evo,Fiat Punto Evo,Active Multijet 1.3,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1172,4,20.5,74.96,197,45,1525,3989,1687,5,5,2510,1,8838
Fiat,Punto Evo,Fiat Punto Evo,Dynamic Multijet 1.3,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,20.3,74.96,197,45,1525,3989,1687,5,5,2510,0,9697
Fiat,Punto Evo,Fiat Punto Evo,Emotion Multijet 1.3,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,21.2,74.96,197,45,1525,3989,1687,5,5,2510,2,10468
Toyota,Yaris,Toyota Yaris,J,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1496,4,17.1,105.54,140,42,1495,4425,1730,4,5,2550,7,13160
Toyota,Yaris,Toyota Yaris,G,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1496,4,17.1,105.54,140,42,1495,4425,1730,4,5,2550,7,14770
Toyota,Yaris,Toyota Yaris,V,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1498,4,17.1,105.54,140,42,1495,4425,1730,4,5,2550,7,16436
Toyota,Yaris,Toyota Yaris,Vx Cvt,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1496,4,17.8,105.54,140,42,1495,4425,1730,4,5,2550,7,19852
Toyota,Yaris,Toyota Yaris,G Cvt,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1496,4,17.8,105.54,140,42,1495,4425,1730,4,5,2550,7,16450
Toyota,Yaris,Toyota Yaris,J Cvt,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1496,4,17.8,105.54,140,42,1495,4425,1730,4,5,2550,7,14140
Toyota,Yaris,Toyota Yaris,V Cvt,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1496,4,17.8,105.54,140,42,1495,4425,1730,4,5,2550,7,18116
Toyota,Yaris,Toyota Yaris,Vx,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1496,4,17.1,105.54,140,42,1495,4425,1730,4,5,2550,7,18144
Toyota,Yaris,Toyota Yaris,V (O),Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1498,4,17.1,105.54,140,42,1495,4425,1730,4,5,2550,7,16758
Toyota,Yaris,Toyota Yaris,J (O),Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1496,4,17.1,105.54,140,42,1495,4425,1730,4,5,2550,3,12264
Toyota,Yaris,Toyota Yaris,G (O),Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1496,4,17.1,105.54,140,42,1495,4425,1730,4,5,2550,3,13636
Toyota,Yaris,Toyota Yaris,J (O) Cvt,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1496,4,17.1,105.54,140,42,1495,4425,1730,4,5,2550,3,13090
Toyota,Yaris,Toyota Yaris,G (O) Cvt,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1496,4,17.1,105.54,140,42,1495,4425,1730,4,5,2550,3,15162
Toyota,Yaris,Toyota Yaris,V (O) Cvt,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1498,4,17.1,105.54,140,42,1495,4425,1730,4,5,2550,7,18438
Skoda,Octavia,Skoda Octavia,Ambition 1.4 Tsi,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1395,4,16.7,138.08,250,50,1476,4670,1814,4,5,2688,4,22394
Skoda,Octavia,Skoda Octavia,Ambition 2.0 Tdi Cr,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1968,4,21,141.04,320,50,1476,4670,1814,4,5,2688,4,25194
Skoda,Octavia,Skoda Octavia,Style 1.4 Tsi,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1395,4,16.7,138.08,250,50,1476,4670,1814,4,5,2688,6,26594
Skoda,Octavia,Skoda Octavia,Style 1.8 Tsi At,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1798,4,15.1,177.54,250,50,1476,4670,1814,4,5,2688,6,28834
Skoda,Octavia,Skoda Octavia,Style 2.0 Tdi Cr,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1968,4,21,141.04,320,50,1476,4670,1814,4,5,2688,6,29114
Skoda,Octavia,Skoda Octavia,Style 2.0 Tdi Cr At,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,19.5,141.04,320,50,1476,4670,1814,4,5,2688,6,32194
Skoda,Octavia,Skoda Octavia,L & K 1.8 Tsi At,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1798,4,15.1,177.54,250,50,1476,4670,1814,4,5,2688,6,33034
Skoda,Octavia,Skoda Octavia,L & K 2.0 Tdi Cr At,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,19.5,141.04,320,50,1476,4670,1814,4,5,2688,6,33034
Skoda,Octavia,Skoda Octavia,Corporate Edition 1.4 Tsi,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1395,4,16.7,138.08,250,50,1476,4670,1814,4,5,2688,6,21686
Skoda,Octavia,Skoda Octavia,Corporate Edition 2.0 Tdi,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1968,4,21,139.07,320,50,1476,4670,1814,4,5,2688,6,23786
Skoda,Octavia,Skoda Octavia,Onyx 1.8 Tsi Dsg,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1798,4,15.1,177.54,250,50,1476,4670,1814,4,5,2688,6,27994
Skoda,Octavia,Skoda Octavia,Onyx 2.0 Tdi Dsg,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,19.5,141.04,320,50,1476,4670,1814,4,5,2688,6,30794
Mahindra,Verito,Mahindra Verito,1.5 D2,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1461,4,21,64.11,160,50,1540,4277,1740,4,5,2630,0,10477
Mahindra,Verito,Mahindra Verito,1.5 D4 Bs-Iv,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1461,4,21,64.11,160,50,1540,4277,1740,4,5,2630,0,10816
Mahindra,Verito,Mahindra Verito,1.5 D6 Bs-Iv,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1461,4,21,118.36,280,50,1540,4277,1740,4,5,2630,0,11832
Mitsubishi,Pajero Sport,Mitsubishi Pajero Sport,2.5 Mt,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2477,4,10.77,175.56,400,70,1840,4695,1815,5,7,2800,2,40652
Mitsubishi,Pajero Sport,Mitsubishi Pajero Sport,2.5 At,SUV,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),2477,4,10.77,175.56,350,70,1840,4695,1815,5,7,2800,2,39697
Mitsubishi,Pajero Sport,Mitsubishi Pajero Sport,Limited Edition,SUV,Diesel,Injection,Manual,4WD,2477,4,10.77,175.56,400,70,1840,4695,1815,5,7,2800,2,41345
Mitsubishi,Pajero Sport,Mitsubishi Pajero Sport,Select Plus Mt,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2477,4,10.77,175.56,400,70,1840,4695,1815,5,7,2800,2,41899
Mitsubishi,Pajero Sport,Mitsubishi Pajero Sport,Select Plus At,SUV,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),2477,4,10.77,175.56,350,70,1840,4695,1815,5,7,2800,2,41335
Bentley,Flying Spur,Bentley Flying Spur,V8,Sedan,Petrol,Injection,Automatic,AWD (All Wheel Drive),3993,8,4,500.06,660,90,1488,5299,2207,4,4,3066,6,478338
Bentley,Flying Spur,Bentley Flying Spur,W12,Sedan,Petrol,Injection,Automatic,AWD (All Wheel Drive),5998,12,4,607.57,800,90,1488,5299,2207,4,4,3066,6,551349
Honda,City,Honda City,Sv Mt Petrol,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1497,4,17.4,117.37,145,40,1495,4440,1695,4,5,2600,2,13874
Honda,City,Honda City,V Mt Petrol,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1497,4,17.8,117.37,145,40,1495,4440,1695,4,5,2600,2,14922
Honda,City,Honda City,Vx Mt Petrol,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1497,4,17.4,117.37,145,40,1495,4440,1695,4,5,2600,2,16548
Honda,City,Honda City,Vx Cvt Petrol,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1497,4,18,117.37,145,40,1495,4440,1695,4,5,2600,2,18368
Honda,City,Honda City,Sv Mt Diesel,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,25.6,98.63,200,40,1495,4440,1695,4,5,2600,2,15554
Honda,City,Honda City,V Mt Diesel,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,25.6,98.63,200,40,1495,4440,1695,4,5,2600,2,16674
Honda,City,Honda City,Vx Mt Diesel,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,25.1,98.63,200,40,1495,4440,1695,4,5,2600,2,18228
Honda,City,Honda City,Zx Mt Diesel,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,25.1,98.63,200,40,1495,4440,1695,4,5,2600,6,19894
Honda,City,Honda City,Zx Cvt Petrol,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1497,4,22.6,117.37,145,40,1495,4440,1695,4,5,2600,6,20034
Honda,City,Honda City,V Cvt Petrol,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1497,4,17.8,117.37,145,40,1495,4440,1695,4,5,2600,2,16814
Mitsubishi,Montero,Mitsubishi Montero,3.2 At,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),3200,4,11.56,199.24,441,88,1900,4900,1875,5,7,2780,6,96075
