make,model,car,variant,body_type,fuel_type,fuel_system,type,drivetrain,displacement(cc),cylinders,mileage(kms/lit),power(hp),torque,fuel_tank,height(mm),length(mm),width(mm),doors,seats,wheelbase(mm),airbags,price($)
Jeep,Compass,Jeep Compass,2.0 Limited (O),SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1956,6,17.1,170.63,350,60,1640,4395,1818,5,5,2636,2,28308
Jeep,Compass,Jeep Compass,2.0 Limited 4X4,SUV,Diesel,Injection,Manual,AWD (All Wheel Drive),1956,6,16.3,170.63,350,60,1640,4395,1818,5,5,2636,6,30114
Jeep,Compass,Jeep Compass,2.0 Limited (O) 4X4,SUV,Diesel,Injection,Manual,AWD (All Wheel Drive),1956,6,16.3,170.63,350,60,1640,4395,1818,5,5,2636,6,30786
Jeep,Compass,Jeep Compass,1.4 Limited Plus At Petrol,SUV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1368,6,16.3,159.78,250,60,1640,4395,1818,5,5,2636,6,30338
Jeep,Compass,Jeep Compass,2.0 Limited Plus 4X2 Diesel,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1956,6,17.1,170.63,350,60,1640,4395,1818,5,5,2636,6,29862
Jeep,Compass,Jeep Compass,2.0 Limited Plus 4X4 Diesel,SUV,Diesel,Injection,Manual,AWD (All Wheel Drive),1956,6,16.3,170.63,350,60,1640,4395,1818,5,5,2636,6,32354
Jeep,Compass,Jeep Compass,2.0 Sport Plus,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1956,6,17.1,170.63,350,60,1640,4395,1818,5,5,2636,2,23786
Jeep,Compass,Jeep Compass,1.4 Sport Plus,SUV,Petrol,Injection,Manual,FWD (Front Wheel Drive),1368,6,16.3,159.78,250,60,1640,4395,1818,5,5,2636,2,22386
Jeep,Compass,Jeep Compass,1.4 Longitude (O) At,SUV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1368,6,14.1,160.77,250,60,1640,4395,1818,5,5,2636,2,26600
Jeep,Compass,Jeep Compass,1.4 Limited (O) At Petrol Black Pack,SUV,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1368,6,16.3,159.78,250,60,1640,4395,1818,5,5,2636,6,28980
Jeep,Compass,Jeep Compass,2.0 Limited (O) Black Pack,SUV,Diesel,Injection,Manual,FWD (Front Wheel Drive),1956,6,17.1,170.63,350,60,1640,4395,1818,5,5,2636,2,28508
Jeep,Compass,Jeep Compass,2.0 Limited (O) 4X4 Black Pack,SUV,Diesel,Injection,Manual,AWD (All Wheel Drive),1956,6,16.3,170.63,350,60,1640,4395,1818,5,5,2636,6,30996
Jeep,Compass,Jeep Compass,2.0 Limited Plus 4X4 At,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),1956,6,17.1,170.63,350,60,1640,4395,1818,5,5,2636,6,34986
Jeep,Compass,Jeep Compass,2.0 Longitude 4X4 At,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),1956,6,17.1,170.63,350,60,1640,4395,1818,5,5,2636,2,30744
Toyota,Corolla Altis,Toyota Corolla Altis,G Petrol,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1798,4,16.7,138.08,173,55,1475,4620,1775,4,5,2700,3,23030
Toyota,Corolla Altis,Toyota Corolla Altis,G At Petrol,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1798,4,16.7,138.08,173,55,1475,4620,1775,4,5,2700,3,25284
Toyota,Corolla Altis,Toyota Corolla Altis,Gl Petrol,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1798,4,16.7,138.08,173,55,1475,4620,1775,4,5,2700,7,26348
Toyota,Corolla Altis,Toyota Corolla Altis,Gl Diesel,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,21,86.8,205,43,1475,4620,1775,4,5,2700,3,27104
Toyota,Corolla Altis,Toyota Corolla Altis,G Diesel,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1364,4,21,86.8,205,43,1475,4620,1775,4,5,2700,3,24794
Toyota,Corolla Altis,Toyota Corolla Altis,Vl At Petrol,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1798,4,16.7,138.08,173,55,1475,4620,1775,4,5,2700,7,28266
Honda,Civic,Honda Civic,1.8 V Cvt,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1799,4,16.5,139.07,174,47,1433,4656,1799,4,5,2700,4,25114
Honda,Civic,Honda Civic,1.8 Vx Cvt,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1799,4,16.5,139.07,174,47,1433,4656,1799,4,5,2700,4,27228
Honda,Civic,Honda Civic,1.8 Zx Cvt,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1799,4,16.8,139.07,174,47,1433,4656,1799,4,5,2700,8,29748
Honda,Civic,Honda Civic,1.6 Vx Mt,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1597,4,26.8,118.36,300,47,1433,4656,1799,4,5,2700,4,28768
Honda,Civic,Honda Civic,1.6 Zx Mt,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1597,4,26.8,118.36,300,47,1433,4656,1799,4,5,2700,8,31288
Skoda,Superb,Skoda Superb,Style 1.8 Tsi Mt,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1798,4,14.12,177.54,320,66,1483,4861,1864,4,5,2841,8,36394
Skoda,Superb,Skoda Superb,Style 1.8 Tsi At,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1798,4,14.67,177.54,250,66,1483,4861,1864,4,5,2841,8,38914
Skoda,Superb,Skoda Superb,L & K 1.8 Tsi At,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1798,4,13.7,177.54,250,66,1483,4861,1864,4,5,2841,8,43394
Skoda,Superb,Skoda Superb,L & K 2.0 Tdi At,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,18.19,174.58,350,66,1483,4861,1864,4,5,2841,8,46894
Skoda,Superb,Skoda Superb,Style 2.0 Tdi At,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,18.19,174.58,350,66,1483,4861,1864,4,5,2841,8,42414
Skoda,Superb,Skoda Superb,Corporate Edition 1.8 Tsi At,Sedan,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1798,4,14.67,177.54,250,66,1483,4861,1864,4,5,2841,8,36394
Skoda,Superb,Skoda Superb,Corporate Edition 2.0 Tdi At,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,18.19,174.58,350,66,1483,4861,1864,4,5,2841,8,39894
Volvo,V40,Volvo V40,Kinetic,Hatchback,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1984,5,16.81,147.95,350,60,1420,4369,2041,5,5,2647,7,38766
Volvo,V40,Volvo V40,R Design,Hatchback,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1984,5,16.81,147.95,350,60,1420,4369,2041,5,5,2647,7,44674
Toyota,Fortuner,Toyota Fortuner,2.8 4X2 At,SUV,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),2755,4,12.9,174.58,450,80,1835,4795,1855,5,7,2745,7,44870
Toyota,Fortuner,Toyota Fortuner,2.8 4X2 Mt,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2755,4,14.24,174.58,420,80,1835,4795,1855,5,7,2745,7,42266
Toyota,Fortuner,Toyota Fortuner,2.8 4X4 Mt,SUV,Diesel,Injection,Manual,4WD,2755,4,14.24,174.58,420,80,1835,4795,1855,5,7,2745,7,45024
Toyota,Fortuner,Toyota Fortuner,2.8 4X4 At,SUV,Diesel,Injection,Automatic,4WD,2755,4,12.9,174.58,450,80,1835,4795,1855,5,7,2745,7,47530
Toyota,Fortuner,Toyota Fortuner,2.7 4X2 At,SUV,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),2694,4,10.26,163.73,245,80,1835,4795,1855,5,7,2745,7,41678
Toyota,Fortuner,Toyota Fortuner,2.7 4X2 Mt,SUV,Petrol,Injection,Manual,RWD (Rear Wheel Drive),2694,4,10.01,163.73,245,80,1835,4795,1855,5,7,2745,7,39452
Toyota,Fortuner,Toyota Fortuner,Trd Celebratory Edition,SUV,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),2755,4,12.9,174.58,450,80,1835,4795,1855,5,7,2745,7,47880
Ford,Endeavour,Ford Endeavour,3.2L 4X4 At Titanium Plus,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),3198,5,10.91,197.26,470,80,1837,4903,1869,5,7,2850,7,48580
Ford,Endeavour,Ford Endeavour,2.2L 4X2 At Titanium Plus,SUV,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),2198,4,12.62,157.81,385,80,1837,4903,1869,5,7,2850,7,45262
Ford,Endeavour,Ford Endeavour,2.2L 4X2 Mt Titanium,SUV,Diesel,Injection,Manual,RWD (Rear Wheel Drive),2198,4,12.62,157.81,385,80,1837,4903,1869,5,7,2850,6,40880
Skoda,Kodiaq Scout,Skoda Kodiaq Scout,2.0 Tdi At,SUV,Diesel,Injection,Automatic,4WD,1968,4,16.25,145.98,340,63,1665,4697,1882,5,7,2791,9,47586
Bmw,X1,Bmw X1,Sdrive20D Expedition,"Crossover, SUV",Diesel,Injection,Automatic,AWD (All Wheel Drive),1995,4,20.68,187.4,400,51,1612,4439,2060,5,5,2670,6,49280
Bmw,X1,Bmw X1,Sdrive20D Xline,"SUV, Crossover",Diesel,Injection,Automatic,AWD (All Wheel Drive),1995,4,20.68,187.4,400,51,1612,4439,2058,5,5,2670,6,55020
Bmw,X1,Bmw X1,Xdrive20D M Sport,"SUV, Crossover",Diesel,Injection,Automatic,AWD (All Wheel Drive),1995,4,20.68,187.4,400,51,1612,4439,2058,5,5,2670,6,63980
Bmw,X1,Bmw X1,Sdrive20D M Sport,SUV,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),1995,4,17.05,184.44,400,61,1545,4477,2058,5,5,2760,6,59360
Bmw,X1,Bmw X1,Sdrive20I Xline,"Crossover, SUV",Petrol,Injection,Automatic,AWD (All Wheel Drive),1998,4,16.3,189.37,280,51,1612,4439,1821,5,5,2670,6,53620
Volvo,S60,Volvo S60,Momentum,Sedan,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1984,5,21.7,178.52,400,67.5,1484,4635,1865,4,5,2776,6,53907
Bmw,3-Series,Bmw 3-Series,320D Sport,Sedan,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),1995,4,19.62,187.4,400,40,1429,4633,1811,5,5,2810,6,57960
Bmw,3-Series,Bmw 3-Series,320D Luxury Line,Sedan,Diesel,Injection,Automatic,RWD (Rear Wheel Drive),1995,4,19.62,187.4,400,40,1429,4633,1811,5,5,2810,6,65660
Bmw,3-Series,Bmw 3-Series,330I M Sport,Sedan,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),1998,4,16.13,254.47,400,59,1429,4633,1811,5,5,2810,6,67060
Volvo,S60 Cross Country,Volvo S60 Cross Country,D4,"Sedan, Crossover",Diesel,Injection,Automatic,AWD (All Wheel Drive),2400,5,19.6,187.4,420,67,1539,4637,2097,4,4,2774,6,61971
Audi,Q5,Audi Q5,35 Tdi Premium Plus,SUV,Diesel,Injection,Automatic,FWD (Front Wheel Drive),1968,4,16.9,187.4,400,64,1608,4388,1831,5,5,2603,8,70296
Audi,Q5,Audi Q5,35 Tdi Technology,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),1968,4,15.73,187.4,400,64,1608,4388,1831,5,5,2603,8,78696
Audi,Q5,Audi Q5,45 Tfsi Premium Plus,SUV,Petrol,Injection,Automatic,AWD (All Wheel Drive),1984,6,12.44,244.61,370,70,1659,4663,1898,5,5,2807,8,70296
Audi,Q5,Audi Q5,45 Tfsi Technology,SUV,Petrol,Injection,Automatic,AWD (All Wheel Drive),1984,6,12.44,244.61,370,70,1659,4663,1898,5,5,2807,8,78696
Volvo,Xc60,Volvo Xc60,Inscription D5,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),1969,5,18.8,229.81,480,70,1658,4688,1902,5,5,2865,8,83860
Bmw,X4,Bmw X4,Xdrive20D M Sport X,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),1995,4,16.4,185.43,400,60,1621,4752,1918,5,5,2864,6,84840
Bmw,X4,Bmw X4,Xdrive30D M Sport X,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),2993,6,16.4,261.37,620,68,1621,4752,1918,5,5,2864,6,92260
Bmw,X4,Bmw X4,Xdrive30I M Sport X,SUV,Petrol,Injection,Automatic,AWD (All Wheel Drive),1998,6,13.32,244.61,350,68,1621,4752,1918,5,5,2864,6,88900
Jeep,Wrangler,Jeep Wrangler,Unlimited,SUV,Petrol,Injection,Automatic,AWD (All Wheel Drive),1999,4,8.4,264.33,400,85,1838,4882,1877,5,5,3008,6,89516
Bmw,Z4 Roadster,Bmw Z4 Roadster,Sdrive 20I,"Sports, Convertible",Petrol,Injection,Automatic,RWD (Rear Wheel Drive),1998,4,7.6,194.31,320,52,1304,4324,2024,2,2,2470,4,90860
Bmw,Z4 Roadster,Bmw Z4 Roadster,M 40I,"Sports, Convertible",Petrol,Injection,Automatic,RWD (Rear Wheel Drive),2998,6,7.6,335.35,500,52,1304,4324,1459,2,2,2470,4,110460
Audi,Q7,Audi Q7,45 Tdi Premium Plus,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),2967,6,14.75,245.59,600,75,1740,5052,1968,5,7,2994,8,101101
Audi,Q7,Audi Q7,45 Tdi Technology Pack,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),2967,6,14.75,245.59,600,75,1740,5052,1968,5,7,2994,8,112301
Audi,Q7,Audi Q7,40 Tfsi Quattro Premium Plus,SUV,Petrol,Injection,Automatic,AWD (All Wheel Drive),1984,6,11.68,248.55,370,75,1740,5052,1968,5,7,2994,8,96901
Audi,Q7,Audi Q7,45 Tdi Black Styling,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),2967,6,14.75,245.59,600,75,1740,5052,1968,5,7,2994,8,113561
Land Rover Rover,Range Velar,Land Rover Rover Range Velar,2.0 Petrol R-Dynamic S,SUV,Petrol,Injection,Automatic,4WD,1997,4,12.63,246.58,365,65,1665,4797,2145,5,5,2874,6,101455
Volvo,Xc90,Volvo Xc90,D5 Inscription,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),1969,4,17.2,221.92,470,68,1776,4950,2140,5,7,2984,6,123060
Volvo,Xc90,Volvo Xc90,D5 Momentum,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),1969,4,17.2,221.92,470,68,1776,4950,2140,5,7,2984,6,113260
Volvo,Xc90,Volvo Xc90,T8 Inscription,SUV,Hybrid,Injection,Automatic,AWD (All Wheel Drive),1969,4,17.2,315.62,240,68,1776,4950,2140,5,7,2984,7,135310
Volvo,Xc90,Volvo Xc90,D5 R-Design,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),1969,4,17.2,231.79,480,68,1776,4950,2140,5,7,2984,6,118881
Land Rover Rover,Range Sport,Land Rover Rover Range Sport,4.4L Sdv8 Hse Diesel,SUV,Diesel,Injection,Automatic,4WD,4367,8,11.5,330.42,740,105,1803,4879,2220,5,7,2923,8,208725
Jaguar,Xj,Jaguar Xj,3.0L,Sedan,Diesel,Injection,Automatic,AWD (All Wheel Drive),2993,6,12.9,270.25,600,82,1457,5252,1899,4,5,3157,6,136340
Jaguar,Xj,Jaguar Xj,3.0L Portfolio,Sedan,Diesel,Injection,Automatic,AWD (All Wheel Drive),2993,6,12.9,270.25,600,83,1457,5252,1899,4,5,3157,6,150152
Jaguar,Xj,Jaguar Xj,50,Sedan,Diesel,Injection,Automatic,AWD (All Wheel Drive),2993,6,12.9,297.87,689,82,1460,5255,1899,4,5,3157,6,155814
Porsche,Cayenne,Porsche Cayenne,E-Hybrid,SUV,Hybrid,Injection,Automatic,AWD (All Wheel Drive),2995,6,3.4,335.35,450,75,1696,4918,1983,5,5,2895,10,221284
Porsche,Cayenne,Porsche Cayenne,Turbo,SUV,Petrol,Injection,Automatic,AWD (All Wheel Drive),3996,6,16.2,542.48,770,90,1673,4926,1983,5,5,2895,10,268940
Toyota,Land Cruiser,Toyota Land Cruiser,Vx,SUV,Diesel,Injection,Automatic,AWD (All Wheel Drive),4461,8,9,261.37,650,93,1910,4950,1980,5,7,2850,8,205786
Audi,Rs7,Audi Rs7,Sportback,"Sedan, Coupe",Petrol,Injection,Automatic,AWD (All Wheel Drive),3993,8,9.8,552.34,700,75,1419,5012,1911,4,4,2915,8,239008
Land Rover Rover,Range,Land Rover Rover Range,5.0L V8 Autobiography Petrol,SUV,Petrol,Injection,Automatic,4WD,4999,8,9.6,510.91,625,105,1877,4999,2034,5,7,2922,10,364525
Land Rover Rover,Range,Land Rover Rover Range,5.0L V8 Svautobiography Dynamic Petrol,SUV,Petrol,Injection,Automatic,4WD,4999,8,9.6,550.37,700,105,1827,4999,2220,5,5,2922,8,455308
Land Rover Rover,Range,Land Rover Rover Range,3.0L V6 Vogue Lwb Petrol,SUV,Petrol,Injection,Automatic,4WD,2995,6,11.6,330.42,450,85,1840,5199,2220,5,7,3120,8,273379
Land Rover Rover,Range,Land Rover Rover Range,5.0L V8 Svautobiography Lwb Petrol,SUV,Petrol,Injection,Automatic,4WD,4999,8,10,550.37,700,65,1835,4999,2220,4,5,2922,8,566993
Land Rover Rover,Range,Land Rover Rover Range,3.0L V6 Vogue Se Lwb Petrol,SUV,Petrol,Injection,Automatic,4WD,2995,6,11.6,330.42,450,85,1840,5199,2220,5,7,3120,8,299582
Maserati,Grancabrio,Maserati Grancabrio,Standard,Convertible,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),4691,8,9.8,443.84,510,75,1353,4881,2056,2,4,2942,4,278119
Lamborghini,Huracan,Lamborghini Huracan,Lp 610-4,Coupe,Petrol,Injection,Automatic,AWD (All Wheel Drive),5204,10,10.6,601.66,560,90,1165,4459,1924,2,2,2620,4,519871
Lamborghini,Huracan,Lamborghini Huracan,Lp 580-2,Coupe,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),5204,10,11.24,572.07,540,90,1165,4459,1924,2,2,2620,4,454334
Lamborghini,Huracan,Lamborghini Huracan,Avio,Coupe,Petrol,Injection,Automatic,AWD (All Wheel Drive),5204,10,8,601.66,560,90,1165,4459,1924,2,2,2620,4,492110
Lamborghini,Huracan,Lamborghini Huracan,Performante,Coupe,Petrol,Injection,Automatic,AWD (All Wheel Drive),5204,10,10.6,630.26,600,90,1165,4459,1924,2,2,2620,4,526597
Lamborghini,Huracan,Lamborghini Huracan,Lp 580-2 Spyder,Coupe,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),5204,10,11.24,563.19,540,90,1165,4459,1924,2,2,2620,4,497490
Lamborghini,Huracan,Lamborghini Huracan,Lp 610-4 Spyder,Coupe,Petrol,Injection,Automatic,AWD (All Wheel Drive),5204,10,10.6,593.76,560,90,1165,4459,1924,2,2,2620,4,570401
Lamborghini,Huracan,Lamborghini Huracan,Evo,Coupe,Petrol,Injection,Automatic,AWD (All Wheel Drive),5204,10,10.6,622.37,600,90,1165,4459,1924,2,2,2620,4,522200
Lamborghini,Huracan,Lamborghini Huracan,Evo Rwd,Coupe,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),5204,10,10.6,601.66,560,90,1165,4520,1933,2,2,2620,4,450800
Ferrari,488 Gtb,Ferrari 488 Gtb,Std,Coupe,Petrol,Injection,Automatic,AWD (All Wheel Drive),3902,8,5.5,660.83,760,78,1213,4568,1952,2,2,2650,4,514659
Ferrari,488 Gtb,Ferrari 488 Gtb,Spider,Coupe,Petrol,Injection,Automatic,AWD (All Wheel Drive),3902,8,5.5,660.83,760,78,1213,4568,1952,2,2,2650,4,550473
Ferrari,Gtc4 Lusso,Ferrari Gtc4 Lusso,V8 T,Coupe,Petrol,Injection,Automatic,RWD (Rear Wheel Drive),3900,8,5.5,601.66,760,91,1383,4922,1980,2,4,2990,4,588000
Ferrari,Gtc4 Lusso,Ferrari Gtc4 Lusso,V12,Coupe,Petrol,Injection,Automatic,AWD (All Wheel Drive),6262,8,5.5,671.68,697,91,1383,4922,1980,2,4,2990,4,728000
Lamborghini,Aventador,Lamborghini Aventador,Lp 700-4,Convertible,Petrol,Injection,Automatic,4WD,6498,12,5,690.42,690,90,1136,4780,2030,2,2,2700,6,670515
Lamborghini,Aventador,Lamborghini Aventador,Lp700-4 Roadster,Convertible,Petrol,Injection,Automatic,4WD,6498,12,8.8,690.42,690,90,1136,4780,2030,2,2,2700,6,744944
Lamborghini,Aventador,Lamborghini Aventador,S,Coupe,Petrol,Injection,Automatic,4WD,6498,12,5,729.88,690,90,1136,4797,2030,2,2,2700,6,664547
Maruti Suzuki,Omni,Maruti Suzuki Omni,5 Str Bs-Iv,MPV,Petrol,Injection,Manual,RWD (Rear Wheel Drive),796,3,16.8,33.53,59,35,1640,3370,1410,5,5,1840,0,3958
Maruti Suzuki,Omni,Maruti Suzuki Omni,E 8 Str Bs-Iv,MPV,Petrol,Injection,Manual,RWD (Rear Wheel Drive),796,3,16.8,33.53,59,36,1640,3370,1410,5,8,1840,0,3982
Fiat,Punto Evo Pure,Fiat Punto Evo Pure,1.2L Fire Dynamic,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1172,4,15,67.07,96,45,1525,3987,1687,5,5,2510,0,6752
Fiat,Punto Evo Pure,Fiat Punto Evo Pure,1.3,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,20,73.97,197,45,1525,3989,1687,5,5,2510,1,8063
Ford,Figo,Ford Figo,Ambiente 1.2 Ti-Vct,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1194,4,20.4,94.69,120,42,1525,3941,1704,5,5,2490,2,7322
Ford,Figo,Ford Figo,Ambiente 1.5 Tdci,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,25.5,98.63,215,40,1525,3941,1704,5,5,2490,2,8722
Ford,Figo,Ford Figo,Titanium 1.2 Ti-Vct,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1196,4,20.4,94.69,120,42,1525,3941,1704,5,5,2490,2,8398
Ford,Figo,Ford Figo,Titanium1.5 Tdci,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,25.5,98.63,215,40,1525,3941,1704,5,5,2490,2,9798
Ford,Figo,Ford Figo,Titanium Blu 1.2 Ti-Vct,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1194,4,20.4,94.69,120,42,1525,3941,1704,5,5,2490,6,9308
Ford,Figo,Ford Figo,Titanium Blu 1.5 Tdci,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1498,4,25.5,98.63,215,40,1525,3941,1704,5,5,2490,6,10708
Maruti Suzuki,Baleno,Maruti Suzuki Baleno,1.3 Delta,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,27.39,73.97,190,37,1510,3995,1745,5,5,2520,2,10452
Maruti Suzuki,Baleno,Maruti Suzuki Baleno,1.3 Alpha,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,27.39,73.97,190,37,1500,3995,1745,5,5,2520,2,12155
Maruti Suzuki,Baleno,Maruti Suzuki Baleno,1.3 Sigma,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,27.39,73.97,190,37,1500,3995,1745,5,5,2520,2,9360
Maruti Suzuki,Baleno,Maruti Suzuki Baleno,1.3 Zeta,Hatchback,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,27.39,73.97,190,37,1500,3995,1745,5,5,2520,2,11310
Maruti Suzuki,Baleno,Maruti Suzuki Baleno,1.2 Alpha,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,21.4,81.86,115,37,1510,3995,1745,5,5,2520,2,10614
Maruti Suzuki,Baleno,Maruti Suzuki Baleno,1.2 Alpha Cvt,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1197,4,21.4,81.86,115,37,1510,3995,1745,5,5,2520,2,12462
Maruti Suzuki,Baleno,Maruti Suzuki Baleno,1.2 Delta,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,21.4,81.86,115,37,1510,3995,1745,5,5,2520,2,8912
Maruti Suzuki,Baleno,Maruti Suzuki Baleno,1.2 Delta Cvt,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1197,4,21.04,81.86,115,37,1510,3995,1745,5,5,2520,2,10760
Maruti Suzuki,Baleno,Maruti Suzuki Baleno,1.2 Sigma,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,21.4,81.86,115,37,1510,3995,1745,5,5,2520,2,7820
Maruti Suzuki,Baleno,Maruti Suzuki Baleno,1.2 Zeta,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,21.4,81.86,115,37,1510,3995,1745,5,5,2520,2,9770
Maruti Suzuki,Baleno,Maruti Suzuki Baleno,1.2 Delta Dualjet,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,21.4,81.86,115,37,1510,3995,1745,5,5,2520,2,10267
Maruti Suzuki,Baleno,Maruti Suzuki Baleno,1.2 Zeta Dualjet,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,21.4,81.86,115,37,1510,3995,1745,5,5,2520,2,11058
Maruti Suzuki,Baleno,Maruti Suzuki Baleno,1.2 Zeta Cvt,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1197,4,21.04,81.86,115,37,1510,3995,1745,5,5,2520,2,11618
Hyundai,Grand I10,Hyundai Grand I10,1.2 Kappa Vtvt Magna,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,18.9,81.86,114,43,1520,3765,1660,5,5,2425,2,8209
Hyundai,Grand I10,Hyundai Grand I10,1.2 Kappa Vtvt Sportz,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,19.77,81.86,114,43,1520,3765,1660,5,5,2425,2,8688
Hyundai,Grand I10,Hyundai Grand I10,1.2 Kappa Vtvt Magna At,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1197,4,17.49,81.86,114,43,1520,3765,1660,5,5,2425,2,9132
Hyundai,Grand I10,Hyundai Grand I10,1.2 Kappa Vtvt Sportz At,Hatchback,Petrol,Injection,Automatic,FWD (Front Wheel Drive),1197,4,17.49,81.86,114,43,1520,3765,1660,5,5,2425,2,9877
Hyundai,Grand I10,Hyundai Grand I10,1.2 Kappa Vtvt Sportz Dual Tone,Hatchback,Petrol,Injection,Manual,FWD (Front Wheel Drive),1197,4,19.77,81.86,114,43,1520,3765,1660,5,5,2425,2,8967
Fiat,Linea Classic,Fiat Linea Classic,1.3 Multijet,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,19.5,74.96,197,45,1487,4560,1730,4,5,2603,0,10516
Fiat,Linea Classic,Fiat Linea Classic,1.4,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1368,4,14.9,88.77,115,45,1487,4560,1730,4,5,2603,0,9048
Fiat,Linea Classic,Fiat Linea Classic,Plus 1.3 Multijet,Sedan,Diesel,Injection,Manual,FWD (Front Wheel Drive),1248,4,19.5,74.96,197,45,1487,4560,1730,4,5,2603,0,11319
Nissan,Sunny,Nissan Sunny,Xe Petrol,Sedan,Petrol,Injection,Manual,FWD (Front Wheel Drive),1498,4,16.95,97.65,134,41,1515,4455,1695,4,5,2600,1,9898
